original_id,original
459,(.) aber es isch numme gsi für zu XXX u XXX womer abgmacht gha hei u da ischs wi ah sisch blöd gsi aber isch ja ni schlimm gsi
460,itz het si gloub (unverständlich) (...)
461,ja stimmt sie het so ihre ultra läng mittag
462,sie isst aber (.) de chöi mer ja eifach süsch hinger dra ga frage mir frage eifach ob d XXX da isch de söue sie se us dr pouse use pfiife es sig wichtig
463,ja sie lehrt
464,wieso
465,heit dir viu jungschi brunch
466,när tüet dir eifach [ ]
467,(.) planä
468,mmm mit späck
469,dès gloubi
470,wää
471,när im ofe (imitiert ein geräusch)
472,u was (.)
473,(..) aha ii
474,aber när tüet dir dä zämä besprechä
475,(unverständliche geräusche)
476,u bim schaffe wie loufts mit de ching
477,mir hei o asträngendi ching
478,aber i bi ir schueu
479,gymeler
480,ja das gits mängisch
481,mmm mir hei eini ir klass wo itz gd
482,nei aber sie het itz nöi e fründ vor paraklass u es isch haut eifach so ke ahnig es isch haut immer so sie isch so mit üs u när chunnt är när so XXX när isch sie gd bi ihm u mir stöh so dert so hmm merci für dä
483,när het sie eifach aube när het sie aube eifach d kopfhörer ane auso die grosse we si mit üs redet när dänke mir so hmm
484,u när u när u när rede mir über öppis u när u när chunnt sie wider so hä was
485,sie het chopfhörer ane u es louft musig u när so ja u när erkläre mers när so aha när ey när lost sie wider musig u
486,weisch we sie mit üs wot rede söu si mit üs rede
487,u süsch de het sie haut chopfhörer ane aber de isch wie egau was mir rede
488,gäu
489,ey
490,mhm mhm
491,när aube so die zwöifige när eh loset dir spongebob oder was
492,när si si so zämä im zug (.) u game när irgendwie so zäme oder weiss doch o nid weisch
493,mir si aube no use i dräck gange
494,da simer mit de gummistifle düre bach gange
495,(unverständlich) simer ga schlöfle uf em bach (...) ah ja
496,o ja stimmt
497,bi däm böimli uf dere (.) liechtig
498,aber när simer würk einisch weisch dert bir schleuse
499,auso bi dere chliine (.) chrüzig hets ja so viu schlamm u när simer einisch inegange (.) u fasch versunke (..)
500,nei
501,hey
502,ds GRIECHELAND ide ferie mir hei so es game gha am abe när hesch so ehm simer so am strand gsi när isch so chli im militär gsi när muesch so ufgabe müesse mache
503,när isch so ne zwölfjährige hätt unger em ne ligistuhl söue dürechrüüche im sand
504,u är isch när so irgendiwe weiss nid so mit dä fingerspitze i sand so irgendwie mit de zäihe ine i sand (..) ine imfau mir so hey das geit nid du muesch imfau ablige
505,u är so iih nei da wird i aber dräckig (.) när tüe mer o dänke nei aber nei
506,XXX
507,ja XXX
508,ja (...) ja (.) ja
509,mir hei e sandburg aber mir hei doch säuber o mau eini boue gha oder ni
510,ja mir nid
511,isch haut scho fiis
512,ja kreativ simer (.) gsi
513,nei mit wem isch das gsi
514,(.) i weiss gar nüm mit wäm
515,XXX wie het sie ghei (..) sse
516,ehm itz heimer imfau de [so] gmacht mir si ir nacht ga (unverständlich)
517,när vou (unverständlich) gsi u vou sand
518,nei würk ni
519,aber isch gloubs am nami gsi nid mau (unverständlich) nacht
520,(..) de isch es oder am abe (.) das cha guet si
521,ah ja einisch hesch müesse chötzle
522,scho
523,ja ii
524,i weiss no mini eutere weisch es isch ja so gsi dass si ja mau so chärri gstohle hei
525,u dr XXX när dr XXX dä isch haut denn när het är haut so gseit ja dr XXX isch denn o drbi gsi
526,u i weiss no üsi eutere hei denn mini eutere hei denn weisch wo si si hei sich när im gottesdienst gseh gha (unverständlich) ehm d chärre si gstohle worde
527,u när i bi denn henne entsetzt ta u so wer macht das u so
528,u när zwöi jahr speter hei sis erfahre dass är o drbi isch gsi
529,när hei si haut so müesse tue wies nid so schlimm wär (.) ah ja
530,i wott gar nid wüsse was är aus für seich het gmacht
531,eh
532,ja eh
533,ja (..) ja (.)
534,ja aber s'isch ehm mir si auso weisch du hesch ja so bändeli äbe all inkusiv
535,när hesch eifach immer wed bisch ga drinks hole oder so hesch ja müesse z bändeli zeige (.) i ha nie müesse ds bändeli zeige
536,när irgend einisch (..) nei när bisch am abe hets drum irgendwie sone vierzä jährige oder no jünger isch drum henne bsoffe gsi und
537,und so u när si d eutere bim chef ga motze wieso das är alkohol bechunnt u so
538,(..) ja ja aber när am nächschte tag so sträng kontrolliert u hei nur no ei drink gä pro person u so weisch so henne
539,(..) wichtig (...) ja (.) aber so plötzlech ischs ne henne wichtig u weisch när heisi nur no ei drink gä pro person
540,(...) ja dä het ne öppe zämegschisse wie nüt du
541,ja mi brüetsch isch mau womer was ischs äch gsi öppe zwöufi oder so het mis mami geburi gha u sie het henne gärn kirschstängeli
542,u är när einisch so äbe so heicho mit de kirschstängeli u so hie mama aues guete zum geburtstag sie so
543,hesch die säuber gchouft
544,so ja i bi i VOLG gange u so ehh die dörfte dir die eigentlech nid gä die hei alkohol dinne u är so ahh (.)
545,cha me so ufknacke u gd use trinke
546,aber mis mami het verzeut sie hei henne gärn kirschstängeli gha u när het aube ihre gross auso mi grosspapi ihre papi hets aube ufknackt dr schnaps usetrunke und ihne gä (.)
547,ja ok i ha se äbe o ni so gärn
548,ja när gits sötigi wo mit zwöufi scho achegüttere bis ids koma
549,oder wenni aube wii darf probiere oder (.) so
550,bier
551,würklech
552,nä ä das isch mir viu (.) z bitter es CHOPFAB würklech
553,BURGDORFER
554,BÄRNER MÜNTSCHI
555,wie gsehts us
556,ah ja u när
557,sie si denn scho(.) ah nei aber sie hei dir ömu es bier
558,ja (....) ja gäu chasch eifach frage (...) ja
559,nei bier hani nid gärn wenn denn eifach EVE oder (.) SOMMERSBY (..) das hani gärn
560,(....) ah ja (.) so henne gäu (..) ja vou das sie vou drgäge si u das fingi o schad
561,(..) wüu es isch eifach es feins getränk weisch (......)
562,(..) vor auem
563,scho so hm aber zum bispiu i ha nä henne cooli klass
564,und när het eine wo när äch geburi het gha oder so weiss gar nüm simer zu ihm hei gange (.) und d eutere si extra furt gange
565,(..) u är het haut o so e pool gha und (.) es henne cools huus
566,u es het haut när o chli drinks gä weisch
567,aber  mir heis eifach so gmüetlech gha u eifach chönne rede u heis luschtig gha u so (..) u es het o alkohol gha aber niemer het itz würk (...) übertribe oder so nei
568,(..) mhm (..) ja vou (..) mhm
569,aber zum bispiu beerpong fingi luschtig
570,(...) ja (.) ja (...)
571,ja (...) ah ja (unverständlich)
572,isch doch so wie ne adventure room
573,we si no chli konzentriert si
574,aber beerpong isch eifach öppis wo luschtig auso weisch (...) ke ahnig aues isch eifach luschtig (unverständlich)
575,aber meistens träffe die am beschte woni mau meh grad chöi loufe
576,lacht
577,ja aber es isch so unlogisch
578,ja es isch ja meistens bier
579,ach ja beerpong
580,ja guet isch ja nid (unverständlich)
581,sie hei bi üs im eutereabe hm eutereabe hets no so es apero gä und üsi handbauer si nid uf e ne besseri idee cho aus dass sie beerpong spile vor aune eutere mit wasser
582,i ha mir so dänkt so (..) guete ifluss
583,hmm was mir aus für sportler hei
584,mir hei e iiskunstläufere mir hei handbauer nur no eine
585,yup mir hei no ei hand (unverständlich)
586,ehm
587,mir hei e schüteler e rouhockeyler (..) mhm nh nh uh vo wimmis
588,aber är kennt ganz viu uttiger
589,ja aber ömu när när zwöi kunstturnerinne die einti het gd ihres chrüzband grisse
590,ehm snowboardcross
591,hmm mir chöi haut uf (..) e gletscher mhm
592,sie chöi viu ufe gletscher oder usland haut oder so eifach pumptrick so mit em roubrätt
593,haut so hauetraining oh scho
594,ehm was hei mer no (..) mou musiker hei mer o no
595,ehm mir hei zwöi wo klavier spile die einti klassisch die angeri jazz
596,hmh genau när hei mer es horn auso e hornspilere
597,nei nei nei nei nei nei
598,ehm ds horn das isch so das wo so gringlet isch (.) ja genau ehm
599,gar nid so viu instrument nei mir hei die zwöi
600,ah ja judo heimer no u karate
601,stimmt ja unihockey bini die einzigi när eh hei mer no zwöi künstler
602,ja mir si öppe nur no füfzä ir klass
603,u die angere si so vierezwänzg oder so
604,u mir si no es si no zwöi nöii drzuecho aber si immer no füfzä aso weisch
605,immer no weisch (....)
606,nei es het eifach pro jahrgang immer ei klass
607,und die so die unger üs si so vierezwänzg u
608,drüäzwänzg si so henne viu u mir si no so füfzä
609,dèsch immer ah ja ruedere hei mer itz gd e nöie becho
610,är tuet ruedere isch bräit
611,nei u när hei mer e liechtatlet gha aber dä isch usegheit e handbauer gha wo isch usegheit nomau e handbauer gha wo isch usegheit
612,ehm e schwümmerin gha wo isch usegheit
613,e klav auso e pianistin wo isch usegheit es si so viu usegheit auso weisch scho über die drüü jahr verteilt (.) aber glich
614,närä no e künschtler zwöi künschtler si so viu usegheit
615,ah no turmspringer
616,ja iih dä het mau unfau gha dass är de chopf im brett het agschlage (.) när isch hirnflüssigkeit usecho (..) nei würk nid guet
617,ja u de litzt di im (unvertändlich) o no
618,ja vou aber das isch wie no rächt harmlos wed so vergliichsch weisch dass si villech so zwö drüü wuuche
619,und so chrüzband isch
620,es jahr
621,när aube immer (..)
622,nei eigentlech nid auso me seit eigentlech bi verletzige blibsch eigentlech dinne wüu de wie immer no wosch auso es chunnt haut chli druf ah weisch
623,uf dini istellig we du immer no wie wosch (.) de darfsch wie blibe aber we du wie seisch ja für mi isch dr sport verbi de bringts ja wie nüt we sie no witer mache de spart si haut lieber es jahr
624,genau
625,huh itz hei mer gd ässe vo so schwärpunktfach (.) machsch pro klass machsch oder ja eifach pro ja pro klass machsch eifach immer no e ässe (unverständlich)
626,und letscht jahr mir hei e lehrling gha sie isch so die isch chli ne hex gsi
627,(...) ja e XXX (.) ja (..) ja genau so
628,oder SPANIE geit uf ehm SPANIE geit irgendwo uf auso spanisch geit irgendwo uf SPANIE
629,närä musik geit irgendwo ehm so gloubs uf DEUTSCHLAND när so chor und opere und so (..) ja
630,und bg geit o irgendwo när so ga ne see aluege
631,u mir när eifach im schueuhuus blibe (.) u eifach vo dert so chli uftreg gmacht
632,u itz hei mer äbä e nöi lehrerin u das isch no cool wüu derte auso sie het so vorschleg bracht haut so so chli wie tagesworkshops
633,aso so zum biuspiu irgendwie du geisch e tag mit ehm settnige oder hesch e vortrag mit settnige wo im rollstuheu si wie si mit däm umgö oder so oder
634,geisch irgendwiä e tag mit öpperem wo so bire suppechüchi geit ga ässe
635,(.) weisch so chli so (..) ja das üs wär no cool gsi
636,aber när het sie äbe ono d idee bracht dass mer so survivaltäg heise si gloubs de geisch so i ds GRAUBÜNDE
637,u närä (.) gibsch ehm so handy und auso eifach aues elektronische (.) gisch eifach ab es wird när im ne topf vergrabe
638,u närä tuesch eifach so mit mätteli u schlafsack bisch när eifach so dert u tuesch äbä so chli überläbe mit när o so chli chrütlireis
639,u när loufsch so barfuess ume
640,ah dès hani vou komisch gfunge aber das fändi henne cool när einisch loufsch so am abe id nacht loufsch so a ne see u när chasch o dert ga bade
641,unger em stärnehimmu so (..) ja
642,(......) mhm genau das isch (..)
643,ja (..) so angers
644,ja iih krass
645,mhm das gloubi
646,(..) ja aber das macht ja kes gwicht us (.) eigentlech höchstens d verteilig
647,ja vou ja
648,oder äbe e angeri idee wär o no so so hei loufe das heisst so dass sie üs irgendwo würde ussetze mir wüsse nid wo mir bechöme e charte e kompass u irgendwie drisg franke u müesse när irgendwie i drüü täg oder vier oder so weisch inere ziitspanni müesse mer eifach zum ne standort cho
649,das fingi henne cool u när muesch so auso ja när isch no schlafsack u mätteli
650,u när geisch je nachdem irgendwie so villech zu buure ga übernachte u geisch ga frage (.)
651,(.) ja genau oder irgendwie ehm tuesch de weiss o nid geisch ga schaffe dass d chli meh gäud hesch oder villech darfsch bi öpperem ga ässe oder weisch so chli so (..)
652,ja aber ja (..) ja u vor auem du hesch wie d umgäbig haut kennt u du (.) hesch wie no leiter gha u so
653,haut glich no chli
654,oh smartcamp (.) dasch hammer
655,i fröie mi (.) i darf würk ga leite huh
656,hani scho verzeut stimmt (..) mhm
657,dr XXX wieder du so ah was du chunnsch o (.) so guet ja (...) so d schwoscht wo (..) ja
658,ja chasch mi mau (.) nei
659,ja ja mängisch du
660,joa (.) aber es wird cool d XXX chunnt o
661,(...) mhm (.) vou ig o (....)
662,nei vor auem nüm so haut mit em gloube [haut nüm so]
663,(.) auso ja
664,aber weisch i finges ja o nid schlächt wüu sie isch wie eini wos so chli hingerfragt (..) und
665,(..) mhm (.) ja vou ja vou
666,aber es isch ja wie nid schächt we d züüg kritisch hingerfragsch (.) wüu
667,ke ahnig du überleisch dir haut o chli meh aber i bi haut o nid so so fescht wie (unverständlich) aus immer kritisch hingerfrage
668,aber das fingi wie o cool u sie muess sich wie o säuber chli finge hani z gfüeu (.)
669,(...) mhm (.) das isch so
670,was isch dini troumdestination
671,mmh
672,sorry verzeu
673,mhm (.....) nääh
674,aber das hani sowieso chli ds gfüheu so es wird haut aues so
675,gehsch haut immer so uf de biuder vo influencer oder so
676,u närä (.) we d när so dert bisch
677,so gehsch so henne e schöne fotospot
678,u närä we d so dert bisch muesch so e stund astah wüu so viu touriste het (.) u när muesch zahle für nes foto
679,ja u när (.) dänksch so takentos
680,(..) es isch angers schön (.) ja
681,hesch ds foto gseh vo mim brüetsch uf (.) tri (.) ki nei wie heisst das
682,nid trikimi ehm (unverständlich)
683,ehm scheisse (.) nei öppis mit k nid katakomb
684,ja aber ömu o so schön so ire höhli ine so mit so mit blauem wasser
685,dasch o angers schön
686,(........) mhm (.)
687,(.) bundalp (..)
688,oh dä isch so schön
689,(.) nei nei (.) nid wie de blausee aber schön
690,(.....) ja
691,(.) gäu das het so
692,(....) scho (.) schwizer natur (.)
693,oh oder dr blausee
694,oh dä isch so (..) ja vou
695,ih mir si de äbe o am OESCHINESEE gsi wo s so chaut isch gs
696,weisch wonr zuegfrore isch gsi im winter es isch würk würk chaut gsi es isch sicher so minus zää grad gsi
697,u mir henne i de wintersschuh u winterjacke u skihose (.) aus u äs paar eifach i ihrne lackschüeli oder so
698,da dänki mir o so
699,nei nei (.) mir si scho mit em bähnli mit si mit em XXX
700,de simer haut hingere gloffe weisch aber es isch aus gnue
701,würklech (..)
702,iih
703,nei aber (.) hallo das isch schad isch öppe e haub stung
704,gmüetleche spaziergang (..)
705,(.) (unverständlich) (..)
706,iih würklech auso vor bergstation meinsch (.) oder vor taustation (.) vor bergstation
707,i ha mers dänkt aber ah da chasch ds gäud mache
708,aber es isch sowieso weisch so so sit INSTAGRAM gsehsch haut au die schöne orte
709,aber derfür hets wie när überau so viu lüt
710,ja u närä
711,u när när chöme sie mit em gondeli ufe gö mit em bös hingere mache ds foto so hiking hashtag beautiful hashtag natur eh nature hashtag
712,när dänksch (.) so really
713,(..) ja (.......)
714,ja vou
715,(..) oh ha (...)
716,(..) ja (......) ja ja
717,(......) ja ja vou (..)
718,(...) wirds viu astrengender
719,(..) ja vou (.)
720,ja scho so
721,(.....) nei (.) nei aber es git so lüt wo
722,ds XXX isch o so eini die chlini weisch
723,mir si ga spaziere ds uttige würk ganz gmüetlech u ds XXX isch o no drbi gsi u so
724,när seit sie eifach so plötzlech
725,ah (.) mi fuess tuet weh
726,ah i cha nüm loufe du muesch mi trage (.) weisch richtig so
727,(.) när hani gseit nei itz tuesch loufe
728,när zwö minute speter hani gseit aso wosch so extra so chum mir mache itz es föteli när wer ender dert isch (.) wer isch die erschti wo am schnäuschte vorus secklet
